TIC#,HIP#,"Comp (from CCDM, WDS, or assigned)",HD#,HR#,GJ#,ID/Con,CommonID,DistPc,plx,eplx,Ref_plx,_RAJ2000,_DEJ2000,Vmag,eVmag,Ref,B-V,eB-V,Ref,Rcmag,refRcmag,SpT,Ref_SpT,Teff,eTeff,ref_Teff,log(L/Lsun),e_logL,ref(logL),R*[Rsun],Diam*[mas],Msun,met,e_met,metratio,ref_met,log(g),elog(g),ref_logg,logR'HK,RefR'HK,EEIDau,EEIDmas,Contrast,Rcmag(EarthTwin),P(day),K(cm/s),a(uas),WDS_J,Comp_WDS,"Sep""",Del(Mag),sy_disksflag,ref_disk,groupflag
tic_id,hip_name,hip_compname,hd_name,hr_name,gj_name,constellation,hostname,sy_dist,sy_plx,sy_plxerr,sy_plx_reflink,ra,dec,sy_vmag,sy_vmagerr,sy_vmag_reflink,sy_bvmag,sy_bvmagerr,sy_bvmag_reflink,sy_rcmag,sy_rcmag_reflink,st_spectype,st_spectype_reflink,st_teff,st_tefferr,st_teff_reflink,st_lum,st_lumerr,st_lum_reflink,st_rad,st_diam,st_mass,st_met,st_meterr,st_metratio,st_met_reflink,st_logg,st_loggerr,st_logg_reflink,st_log_rhk,st_log_rhk_reflink,st_eei_orbsep,st_eei_angsep,st_etwin_bratio,st_etwin_rcmag,st_eei_orbper,st_etwin_rvamp,st_etwin_astamp,wds_designation,wds_comp,wds_sep,wds_deltamag,sy_disks_flag,sy_disks_flag_reflink,target_group
TIC_165602000,HIP_104214_,_,HD_201091_,HR_8085_,GJ_820A_,61_Cyg_A,61_Cygni_A,3.4966,285.9949,0.0599,2022yCat.1355....0G,316.72474829,38.74941732,5.211,0.003,1998A&AS..129..431H,1.069,0.015,1997HIP...C......0E,4.503,2022yCat.1360....0G,K5V,1989ApJS...71..245K,4441,37,2022A&A...663A...4S,-0.8466,0.0094,2017ApJ...836...77Y,0.637,1.695,0.68,-0.130,0.030,[Fe/H],2022A&A...663A...4S,4.510,0.040,2022A&A...663A...4S,-4.765,1996ApJ...457L..99B,0.377,107.91,8.13E-10,27.23,102.7,17.77,0.477,21069+3845,A,19.60,0.85,N,_,A
TIC_165602023,HIP_104217_,_,HD_201092_,HR_8086_,GJ_820B_,61_Cyg_B,61_Cygni_B,3.4964,286.0054,0.0289,2022yCat.1355....0G,316.73026602,38.74204403,6.043,0.002,1998A&AS..129..431H,1.309,0.012,1997HIP...C......0E,5.197,estimated,K7V,1989ApJS...71..245K,4107,51,2022A&A...663A...4S,-1.1091,0.0150,2017ApJ...836...77Y,0.551,1.465,0.63,-0.210,0.070,[Fe/H],2022A&A...663A...4S,4.470,0.080,2022A&A...663A...4S,-4.891,1996ApJ...457L..99B,0.279,79.77,1.49E-09,27.27,67.8,21.47,0.380,21069+3845,B,19.60,-0.85,N,_,A
TIC_159746875,HIP_105090_,_,HD_202560_,_,GJ_825_,AX_Mic,Lacaille_8760,3.9696,251.9124,0.0352,2022yCat.1355....0G,319.31362112,-38.86736221,6.648,0.002,1998A&AS..129..431H,1.397,0.002,1997HIP...C......0E,5.770,1980SAAOC...1..166C,M0V,2006A&A...460..695T,3599,52,2005ApJ...626..446R,-0.9803,0.0736,2019AJ....158..138S,0.832,1.949,0.49,-0.390,0.060,[Fe/H],2016ApJ...826..171G,4.780,0.020,2007ApJS..168..297T,-4.605,2018A&A...616A.108B,0.323,81.48,1.11E-09,28.16,96.0,22.61,0.499,_,_,_,_,N,_,A
TIC_265488188,HIP_105858_,_,HD_203608_,HR_8181_,GJ_827_,gam_Pav,Gamma_Pavonis,9.2584,108.0102,0.1061,2022yCat.1355....0G,321.61085409,-65.36619807,4.229,0.004,1998A&AS..129..431H,0.483,0.006,1997A&AS..124..349M,3.910,1980SAAOC...1..166C,F9V_Fe-1.4_CH-0.7,2006AJ....132..161G,6095,24,2022A&A...663A...4S,0.1660,0.0143,2019AJ....158..138S,1.086,1.091,1.14,-0.700,0.020,[Fe/H],2022A&A...663A...4S,4.300,0.040,2022A&A...663A...4S,-4.491,2006AJ....132..161G,1.211,130.75,7.90E-11,29.17,455.6,7.66,0.344,_,_,_,_,N,_,A
TIC_301880196,HIP_107350_,_,HD_206860_,HR_8314_,GJ_9751_,HN_Peg,HN_Pegasi,18.1330,55.1480,0.0348,2022yCat.1355....0G,326.13054144,14.77193980,5.942,0.011,1997A&AS..124..349M,0.587,0.002,1997A&AS..124..349M,5.590,2010PASP..122.1437P,G0IV-V,2003AJ....126.2048G,5939,21,2022A&A...663A...4S,0.0552,0.0128,2019AJ....158..138S,1.006,0.516,1.08,-0.060,0.020,[Fe/H],2022A&A...663A...4S,4.450,0.030,2022A&A...663A...4S,-4.416,1996ApJ...457L..99B,1.066,58.77,1.02E-10,30.57,386.6,8.39,0.163,21445+1446,A,3.00,16.1,Y,2008ApJ...674.1086T,C
TIC_147407292,HIP_107649_,_,HD_207129_,HR_8323_,GJ_838_,_,HR_8323,15.5589,64.2717,0.0430,2022yCat.1355....0G,327.06562985,-47.30361608,5.575,0.003,1998A&AS..129..431H,0.601,0.003,1997HIP...C......0E,5.235,1980SAAOC...1..166C,G0VmF2,2006AJ....132..161G,5935,15,2022A&A...663A...4S,0.0817,0.0125,2019AJ....158..138S,1.039,0.621,1.08,-0.030,0.020,[Fe/H],2022A&A...663A...4S,4.410,0.030,2022A&A...663A...4S,-4.800,1996AJ....111..439H,1.099,70.61,9.59E-11,30.28,404.7,8.26,0.196,21483-4718,A,79.00,3.12,Y,2010AJ....140.1051K,C
TIC_231698181,HIP_108870_,_,HD_209100_,HR_8387_,GJ_845A_,eps_Ind,Epsilon_Indi,3.6384,274.8431,0.0956,2022yCat.1355....0G,330.84022344,-56.78597855,4.674,0.005,1998A&AS..129..431H,1.060,0.007,1997yCat.2168....0M,4.065,1980SAAOC...1..166C,K4V(k),2006AJ....132..161G,4641,21,2022A&A...663A...4S,-0.6540,0.0210,2019AJ....158..138S,0.728,1.862,0.72,-0.130,0.030,[Fe/H],2022A&A...663A...4S,4.290,0.220,2022A&A...663A...4S,-4.559,1996AJ....111..439H,0.471,129.45,5.22E-10,27.27,139.1,15.46,0.540,22034-5647,A,403.10,19.17,N,_,A
TIC_97402436,HIP_109422_,_,HD_210302_,HR_8447_,GJ_9770_,tau_PsA,Tau_Piscis_Austrini,18.4579,54.1773,0.0940,2022yCat.1355....0G,332.53658414,-32.54840842,4.940,0.010,1997HIP...C......0E,0.488,0.004,1997yCat.2168....0M,4.630,2010PASP..122.1437P,F6V,2006AJ....132..161G,6364,28,2022A&A...663A...4S,0.4651,0.0157,2019AJ....158..138S,1.405,0.708,1.25,0.100,0.020,[Fe/H],2022A&A...663A...4S,4.200,0.040,2022A&A...663A...4S,-4.911,2010ApJ...725..875I,1.708,92.54,3.97E-11,30.63,729.4,6.16,0.222,_,_,_,_,N,_,A
TIC_259291108,HIP_110649_,A,HD_212330_A,HR_8531_A,GJ_857A,_,GJ_857A,20.3398,49.1648,0.1075,2022yCat.1355....0G,336.23486946,-57.79745589,5.318,0.002,1998A&AS..129..431H,0.665,0.012,1997HIP...C......0E,4.937,1980SAAOC...1..166C,G2V,2006AJ....132..161G,5660,18,2022A&A...663A...4S,0.4356,0.0116,2019AJ....158..138S,1.717,0.785,1.02,-0.030,0.030,[Fe/H],2022A&A...663A...4S,4.130,0.070,2022A&A...663A...4S,-5.070,1996AJ....111..439H,1.651,81.18,4.24E-11,30.87,767.3,6.94,0.239,22249-5748,A,23.60,7.68,N,_,B
TIC_69889261,HIP_111449_,A,HD_213845_A,HR_8592_A,GJ_9789A,ups_Aqr_A,Upsilon_Aquarii_A,23.0205,43.4396,0.0828,2022yCat.1355....0G,338.67348244,-20.70821581,5.210,0.010,1997HIP...C......0E,0.442,0.004,1997yCat.2168....0M,4.930,estimated,F5V,2006AJ....132..161G,6605,33,2022yCat.1355....0G,0.5383,0.0176,2019AJ....158..138S,1.419,0.573,1.35,0.030,0.060,[Fe/H],2016ApJ...826..171G,4.274,0.086,2019AJ....158..138S,-4.512,2009A&A...493.1099S,1.859,80.73,3.35E-11,31.12,796.5,5.68,0.180, 22347-2042,A,6.10,5.2,N,_,C
TIC_60716322,HIP_112447_,A,HD_215648_A,HR_8665_,GJ_872A_,xi_Peg_A,Xi_Pegasi_A,16.1509,61.9161,0.1739,2022yCat.1355....0G,341.67324939,12.17288579,4.200,0.010,1997HIP...C......0E,0.502,0.007,1997HIP...C......0E,3.910,2010PASP..122.1437P,F6V,2001AJ....121.2148G,6193,23,2022A&A...663A...4S,0.6576,0.0155,2018AJ....156..102S,1.852,1.066,1.25,-0.270,0.020,[Fe/H],2022A&A...663A...4S,4.070,0.050,2022A&A...663A...4S,-4.935,2018A&A...616A.108B,2.132,132.00,2.55E-11,30.40,1017.0,5.51,0.317,22467+1210,A,11.00,8.2,N,_,C
TIC_206686962,HIP_113283_,_,HD_216803_,HR_8721_,GJ_879_,TW_PsA,Fomalhaut_B,7.6015,131.5525,0.0275,2022yCat.1355....0G,344.10021899,-31.56556405,6.446,0.003,1998A&AS..129..431H,1.094,0.006,1997HIP...C......0E,5.800,1980SAAOC...1..166C,K4Ve,1989ApJS...71..245K,4601,29,2022A&A...663A...4S,-0.7070,0.0169,2019AJ....158..138S,0.697,0.853,0.72,0.040,0.030,[Fe/H],2022A&A...663A...4S,4.680,0.100,2022A&A...663A...4S,-4.349,2018A&A...616A.108B,0.443,58.29,5.89E-10,28.87,127.0,15.93,0.243,_,_,_,_,Y,2016A&A...593A..51M,B
TIC_155315739,HIP_114046_,_,HD_217987_,_,GJ_887_,_,Lacaille_9352 ,3.2871,304.2190,0.0451,2018A&A...616A...1G,346.46681577,-35.85307088,7.330,0.004,1998A&AS..129..431H,1.483,0.003,1997HIP...C......0E,6.360,1980SAAOC...1..166C,M1.0V,2012AJ....144...64D,3680,130,2005MNRAS.356..963W,-1.4378,0.0235,2017ApJ...836...77Y,0.470,1.330,0.49,-0.220,0.090,[Fe/H],2005MNRAS.356..963W,4.880,0.160,2005MNRAS.356..963W,-4.828,2018A&A...616A.108B,0.191,58.12,3.17E-09,27.61,43.6,29.42,0.356,23059-3551,A,0.10,_,N,_,B
TIC_283722336,HIP_114622_,_,HD_219134_,HR_8832_,GJ_892_,_,HR_8832,6.5418,152.8640,0.0494,2022yCat.1355....0G,348.32072900,57.16835662,5.540,0.009,1998A&AS..129..431H,1.000,0.000,1997HIP...C......0E,5.030,2010PASP..122.1437P,K3V,1989ApJS...71..245K,4874,28,2022A&A...663A...4S,-0.5753,0.0081,2017ApJ...836...77Y,0.723,1.028,0.75,0.060,0.020,[Fe/H],2022A&A...663A...4S,4.560,0.030,2022A&A...663A...4S,-4.922,2018A&A...616A.108B,0.516,78.82,4.35E-10,28.43,156.2,14.47,0.316,23133+5710,A,11.20,8.25,N,_,A
TIC_24467943,HIP_114924_,_,HD_219623_,HR_8853_,GJ_4324_,_,HR_8853,20.6102,48.5197,0.0463,2022yCat.1355....0G,349.17626483,53.21347482,5.580,0.010,1997HIP...C......0E,0.556,0.003,1997HIP...C......0E,5.280,2010PASP..122.1437P,F8V,2001AJ....121.2148G,6084,24,2022A&A...663A...4S,0.3101,0.0133,2019AJ....158..138S,1.286,0.580,1.18,0.030,0.020,[Fe/H],2022A&A...663A...4S,4.190,0.030,2022A&A...663A...4S,-4.993,2010ApJ...725..875I,1.429,69.34,5.67E-11,30.90,574.4,6.93,0.176,23167+5313,A,150.40,7.77,N,_,C
TIC_234968549,HIP_114948_,_,HD_219482_,HR_8843_,GJ_1282_,_,HR_8843,20.4426,48.9174,0.0356,2022yCat.1355....0G,349.24036453,-62.00119780,5.655,0.005,1998A&AS..129..431H,0.521,0.003,1997HIP...C......0E,5.360,2010PASP..122.1437P,F6V,2006AJ....132..161G,6280,31,2022A&A...663A...4S,0.2754,0.0158,2019AJ....158..138S,1.160,0.528,1.25,-0.030,0.130,[Fe/H],2022A&A...663A...4S,4.370,0.080,2022A&A...663A...4S,-4.434,2006AJ....132..161G,1.373,67.17,6.14E-11,30.89,525.6,6.87,0.161,23170-6200,A,10.20,12,Y,2018MNRAS.475.3046S,C
TIC_419919445,HIP_116771_,_,HD_222368_,HR_8969_,GJ_904_,iot_Psc,Iota_Piscium,13.7137,72.9200,0.1500,2007A&A...474..653V,354.98767240,5.62629098,4.132,0.005,1998A&AS..129..431H,0.507,0.006,1997HIP...C......0E,3.837,1980SAAOC...1..166C,F7V,2001AJ....121.2148G,6200,15,2022A&A...663A...4S,0.5275,0.0106,2017ApJ...836...77Y,1.591,1.079,1.21,-0.140,0.020,[Fe/H],2022A&A...663A...4S,4.150,0.030,2022A&A...663A...4S,-4.924,2010ApJ...725..875I,1.836,133.85,3.43E-11,30.00,825.8,6.04,0.332,23399+0538,A,122.60,9.92,Y,2016A&A...593A..51M,C
